transaction_id,sender_name,receiver_name,amount,merchant_category,transaction_type,device_type,location,transaction_hour,previous_fraud_history,customer_age,payment_method,is_fraud
TXN112631,User_2386,Merchant_629,389.72,Online Retail,Bill Payment,Desktop - Known,Dallas,20,0,47,Credit Card,0
TXN112632,User_1773,Merchant_161,54.61,Gas Station,Purchase,ATM,Miami,17,0,42,Credit Card,0
TXN112633,User_2671,Merchant_406,72.11,Electronics,Transfer,Desktop - New,Unknown/Foreign,14,0,50,Debit Card,0
TXN112634,User_2903,Merchant_289,118.56,Restaurant,Purchase,Desktop - Known,Seattle,1,0,61,Debit Card,0
TXN112635,User_3361,Merchant_350,26.58,Gas Station,Deposit,Mobile - Known,Miami,10,0,47,Debit Card,0
TXN112636,User_30,Merchant_642,241.0,Crypto Exchange,Bill Payment,Mobile - Known,Los Angeles,21,0,36,Debit Card,0
TXN112637,User_2837,Merchant_159,18.68,Restaurant,Withdrawal,Mobile - Known,Seattle,4,0,38,Wire Transfer,0
TXN112638,User_1048,Merchant_302,488.24,Online Retail,Transfer,Desktop - Known,Miami,1,0,39,Debit Card,0
TXN112639,User_3301,Merchant_75,64.86,Electronics,Transfer,Mobile - Known,New York,13,0,49,Credit Card,0
TXN112640,User_3076,Merchant_322,116.92,Electronics,Purchase,Desktop - Known,Miami,13,0,39,ACH,0
TXN112641,User_3967,Merchant_124,39.73,Gas Station,Purchase,Desktop - Known,Chicago,11,0,55,Debit Card,0
TXN112642,User_813,Merchant_453,30.14,Gas Station,Transfer,Desktop - Known,Miami,1,0,50,Debit Card,0
TXN112643,User_2515,Merchant_558,104.74,Crypto Exchange,Bill Payment,Desktop - Known,Unknown/Foreign,12,0,58,Cryptocurrency,0
TXN112644,User_1126,Merchant_310,103.14,Gas Station,Withdrawal,Mobile - New,Unknown/Foreign,16,0,60,Cryptocurrency,0
TXN112645,User_3983,Merchant_798,65.17,Grocery,Purchase,Desktop - New,Los Angeles,22,0,31,Credit Card,0
TXN112646,User_1720,Merchant_409,93.57,Crypto Exchange,Withdrawal,Mobile - Known,New York,15,0,58,Debit Card,0
TXN112647,User_657,Merchant_457,363.94,Grocery,Purchase,Desktop - Known,Houston,22,1,60,Credit Card,0
TXN112648,User_184,Merchant_110,69.0,Electronics,Withdrawal,Mobile - Known,New York,3,0,22,Credit Card,0
TXN112649,User_169,Merchant_394,214.62,Restaurant,Purchase,Mobile - Known,Dallas,1,0,79,Credit Card,0
TXN112650,User_2932,Merchant_310,42.32,Gambling,Purchase,Desktop - New,Chicago,15,0,26,Debit Card,0
TXN112651,User_189,Merchant_24,479.37,Electronics,Withdrawal,Desktop - Known,Seattle,12,0,29,Debit Card,0
TXN112652,User_3723,Merchant_740,523.77,Gas Station,Bill Payment,Mobile - Known,Houston,1,0,77,ACH,0
TXN112653,User_257,Merchant_416,155.5,Crypto Exchange,Deposit,Desktop - New,Chicago,18,0,57,Cryptocurrency,0
TXN112654,User_3198,Merchant_260,41.27,Electronics,Transfer,ATM,New York,1,0,31,Debit Card,0
TXN112655,User_226,Merchant_701,42.45,Jewelry,Bill Payment,Mobile - Known,Miami,21,0,47,Debit Card,0
TXN112656,User_1565,Merchant_623,160.74,Gambling,Transfer,Mobile - Known,Houston,13,0,47,Debit Card,0
TXN112657,User_3466,Merchant_525,236.28,Electronics,Bill Payment,ATM,Seattle,11,0,46,Wire Transfer,0
TXN112658,User_3488,Merchant_555,64.35,Grocery,Deposit,ATM,Houston,22,0,55,Credit Card,0
TXN112659,User_3613,Merchant_134,259.91,Restaurant,Purchase,Mobile - Known,New York,20,0,42,Credit Card,0
TXN112660,User_3104,Merchant_110,86.33,Grocery,Purchase,Desktop - New,Seattle,17,0,33,Debit Card,0
TXN112661,User_679,Merchant_269,231.98,Online Retail,Purchase,Desktop - Known,Chicago,8,1,36,Debit Card,0
TXN112662,User_2061,Merchant_547,241.76,Gas Station,Transfer,Mobile - New,Seattle,22,0,24,Debit Card,0
TXN112663,User_3520,Merchant_296,105.63,Gas Station,Purchase,Mobile - Known,Dallas,2,0,61,ACH,0
TXN112664,User_2757,Merchant_207,68.65,Grocery,Transfer,Mobile - Known,Houston,5,0,54,Credit Card,0
TXN112665,User_354,Merchant_511,520.87,Gas Station,Withdrawal,Desktop - Known,Houston,10,0,18,Debit Card,0
TXN112666,User_3381,Merchant_495,154.96,Crypto Exchange,Bill Payment,Mobile - New,Chicago,20,0,41,Debit Card,0
TXN112667,User_3494,Merchant_640,116.8,Travel,Transfer,Mobile - New,Los Angeles,4,0,42,Credit Card,0
TXN112668,User_3981,Merchant_237,7.42,Online Retail,Purchase,Mobile - Known,Seattle,5,0,29,ACH,0
TXN112669,User_3342,Merchant_387,183.59,Electronics,Purchase,Desktop - New,Houston,10,0,22,Debit Card,0
TXN112670,User_815,Merchant_596,610.08,Online Retail,Purchase,Mobile - Known,Chicago,1,0,62,ACH,0
TXN112671,User_1533,Merchant_675,84.97,Online Retail,Purchase,Desktop - Known,New York,23,0,42,Debit Card,0
TXN112672,User_2728,Merchant_46,95.29,Travel,Purchase,Desktop - Known,New York,16,0,52,Credit Card,0
TXN112673,User_1345,Merchant_481,278.16,Gas Station,Withdrawal,Desktop - New,Houston,17,1,42,Debit Card,0
TXN112674,User_542,Merchant_748,170.79,Jewelry,Purchase,Desktop - Known,Houston,9,0,25,Debit Card,0
TXN112675,User_352,Merchant_621,694.64,Grocery,Transfer,Mobile - Known,New York,22,0,47,Debit Card,0
TXN112676,User_1000,Merchant_99,549.32,Grocery,Withdrawal,ATM,Los Angeles,0,0,47,Debit Card,0
TXN112677,User_2940,Merchant_80,56.5,Crypto Exchange,Purchase,ATM,Chicago,10,0,31,Debit Card,0
TXN112678,User_2963,Merchant_439,605.31,Restaurant,Transfer,Mobile - New,Seattle,23,0,21,Credit Card,0
TXN112679,User_3692,Merchant_293,31.35,Grocery,Purchase,Mobile - New,Los Angeles,0,0,43,Credit Card,0
TXN112680,User_1385,Merchant_220,9.73,Electronics,Withdrawal,Mobile - Known,Unknown/Foreign,14,0,31,Cryptocurrency,0
TXN112681,User_1075,Merchant_396,138.1,Travel,Purchase,ATM,Miami,4,0,40,Debit Card,0
TXN112682,User_2373,Merchant_300,115.7,Electronics,Transfer,Desktop - New,Chicago,17,0,32,Debit Card,0
TXN112683,User_742,Merchant_755,163.26,Restaurant,Withdrawal,ATM,Unknown/Foreign,18,0,34,ACH,0
TXN112684,User_2092,Merchant_490,180.42,Restaurant,Withdrawal,Desktop - Known,Miami,11,0,40,Wire Transfer,0
TXN112685,User_1929,Merchant_545,86.81,Restaurant,Purchase,Mobile - Known,Houston,2,0,44,Debit Card,0
TXN112686,User_2699,Merchant_790,396.43,Crypto Exchange,Deposit,Mobile - Known,Houston,10,0,38,Wire Transfer,0
TXN112687,User_809,Merchant_573,372.89,Gas Station,Purchase,Desktop - Known,Seattle,1,0,31,Debit Card,0
TXN112688,User_330,Merchant_150,30.49,Jewelry,Withdrawal,Desktop - New,Seattle,14,0,48,Debit Card,0
TXN112689,User_1156,Merchant_628,140.2,Electronics,Withdrawal,Mobile - Known,Los Angeles,18,0,51,Debit Card,0
TXN112690,User_2101,Merchant_590,362.63,Jewelry,Deposit,Desktop - New,Dallas,13,0,33,Debit Card,0
TXN112691,User_3490,Merchant_376,83.09,Restaurant,Purchase,Mobile - New,Los Angeles,15,0,51,ACH,0
TXN112692,User_826,Merchant_534,123.54,Restaurant,Purchase,Mobile - Known,Miami,2,0,57,Debit Card,0
TXN112693,User_1805,Merchant_492,27.85,Online Retail,Purchase,Mobile - New,New York,3,0,28,Credit Card,0
TXN112694,User_795,Merchant_564,178.01,Grocery,Withdrawal,Mobile - New,Chicago,19,0,39,Debit Card,0
TXN112695,User_507,Merchant_548,67.23,Travel,Withdrawal,Mobile - New,Houston,3,0,48,ACH,0
TXN112696,User_2913,Merchant_336,513.2,Grocery,Transfer,Desktop - New,Unknown/Foreign,0,0,47,Debit Card,1
TXN112697,User_3092,Merchant_43,47.55,Gambling,Transfer,Mobile - New,Miami,5,0,32,Cryptocurrency,0
TXN112698,User_2962,Merchant_478,73.76,Gas Station,Withdrawal,Mobile - New,Houston,15,0,35,Cryptocurrency,0
TXN112699,User_1702,Merchant_413,238.9,Grocery,Withdrawal,Mobile - Known,Dallas,2,0,24,Debit Card,0
TXN112700,User_399,Merchant_347,8.99,Gas Station,Bill Payment,ATM,Miami,0,0,34,Cryptocurrency,0
TXN112701,User_129,Merchant_498,55.75,Restaurant,Transfer,Mobile - New,Chicago,21,0,32,Credit Card,0
TXN112702,User_141,Merchant_386,7.82,Grocery,Transfer,Mobile - Known,Chicago,8,0,56,Debit Card,0
TXN112703,User_2168,Merchant_226,19.71,Online Retail,Deposit,Mobile - Known,Los Angeles,19,0,78,Debit Card,0
TXN112704,User_3734,Merchant_664,483.98,Online Retail,Bill Payment,Mobile - Known,Chicago,6,0,45,Debit Card,0
TXN112705,User_696,Merchant_131,144.29,Jewelry,Bill Payment,Desktop - Known,Seattle,10,0,57,Credit Card,0
TXN112706,User_1339,Merchant_790,324.85,Gas Station,Purchase,Desktop - Known,Unknown/Foreign,22,0,43,Credit Card,0
TXN112707,User_1116,Merchant_332,73.08,Gas Station,Transfer,Mobile - Known,Chicago,12,0,45,Credit Card,0
TXN112708,User_1133,Merchant_99,531.43,Jewelry,Transfer,Mobile - Known,Chicago,23,0,31,Debit Card,0
TXN112709,User_1669,Merchant_502,417.18,Electronics,Purchase,Desktop - Known,Miami,10,0,61,Credit Card,0
TXN112710,User_332,Merchant_541,61.33,Online Retail,Purchase,Desktop - New,Seattle,14,0,55,Debit Card,0
TXN112711,User_2557,Merchant_233,53.84,Gas Station,Transfer,Mobile - Known,Unknown/Foreign,21,0,30,Credit Card,0
TXN112712,User_3111,Merchant_320,247.38,Travel,Withdrawal,Desktop - Known,Miami,11,0,51,Cryptocurrency,0
TXN112713,User_3608,Merchant_649,956.9,Grocery,Transfer,Desktop - Known,New York,17,0,37,ACH,0
TXN112714,User_2524,Merchant_670,1.42,Online Retail,Transfer,Mobile - New,Miami,10,0,59,Cryptocurrency,0
TXN112715,User_2060,Merchant_172,124.18,Grocery,Bill Payment,Desktop - New,New York,1,0,48,Cryptocurrency,1
TXN112716,User_882,Merchant_659,19.57,Electronics,Purchase,Mobile - Known,Los Angeles,10,0,46,Debit Card,0
TXN112717,User_2651,Merchant_170,58.35,Grocery,Transfer,Mobile - New,Dallas,18,0,20,Debit Card,0
TXN112718,User_2591,Merchant_445,282.06,Gas Station,Purchase,Mobile - New,Chicago,13,0,48,Wire Transfer,0
TXN112719,User_3933,Merchant_762,20.91,Restaurant,Transfer,Desktop - Known,Miami,11,1,58,Debit Card,0
TXN112720,User_1739,Merchant_26,74.72,Jewelry,Purchase,Desktop - Known,Unknown/Foreign,0,0,18,ACH,1
TXN112721,User_318,Merchant_739,36.64,Online Retail,Transfer,Mobile - Known,New York,2,0,44,Debit Card,0
TXN112722,User_1773,Merchant_616,7.8,Online Retail,Bill Payment,Desktop - New,New York,20,0,47,Credit Card,0
TXN112723,User_2482,Merchant_16,375.4,Grocery,Purchase,Desktop - Known,New York,5,0,49,Credit Card,0
TXN112724,User_1684,Merchant_262,353.16,Electronics,Purchase,Mobile - Known,New York,6,0,67,Credit Card,0
TXN112725,User_2306,Merchant_123,83.5,Electronics,Withdrawal,Desktop - Known,Unknown/Foreign,6,0,64,Credit Card,0
TXN112726,User_1402,Merchant_379,29.53,Gambling,Purchase,Mobile - Known,Los Angeles,8,0,32,Debit Card,0
TXN112727,User_1203,Merchant_526,55.32,Restaurant,Deposit,Mobile - Known,Seattle,10,0,52,Credit Card,0
TXN112728,User_2928,Merchant_102,242.87,Gas Station,Transfer,Mobile - New,New York,9,0,54,Credit Card,0
TXN112729,User_1896,Merchant_450,215.69,Jewelry,Purchase,Mobile - Known,New York,18,0,37,Wire Transfer,0
TXN112730,User_214,Merchant_320,476.07,Travel,Purchase,Desktop - New,Seattle,3,0,61,Credit Card,0
TXN112731,User_2309,Merchant_129,258.33,Grocery,Purchase,Mobile - Known,Seattle,12,0,46,Debit Card,0
TXN112732,User_2286,Merchant_491,20.75,Crypto Exchange,Purchase,Mobile - New,Houston,8,0,42,Credit Card,0
TXN112733,User_3278,Merchant_570,408.4,Online Retail,Purchase,Mobile - New,Chicago,15,0,37,Debit Card,0
TXN112734,User_2417,Merchant_264,14.85,Online Retail,Transfer,Mobile - New,Houston,21,0,58,Credit Card,0
TXN112735,User_2984,Merchant_414,362.21,Restaurant,Transfer,ATM,Houston,22,0,58,Cryptocurrency,0
TXN112736,User_523,Merchant_585,385.34,Grocery,Purchase,Mobile - Known,Miami,15,0,49,Cryptocurrency,0
TXN112737,User_902,Merchant_126,66.16,Online Retail,Purchase,Desktop - Known,Houston,9,0,67,Wire Transfer,0
TXN112738,User_2969,Merchant_285,77.92,Online Retail,Purchase,Mobile - Known,Chicago,15,1,28,Credit Card,0
TXN112739,User_3189,Merchant_76,201.94,Jewelry,Transfer,Mobile - Known,Chicago,4,0,48,Credit Card,0
TXN112740,User_3267,Merchant_656,36.32,Online Retail,Purchase,Mobile - Known,New York,11,0,36,Credit Card,0
TXN112741,User_1645,Merchant_106,136.17,Gambling,Purchase,ATM,Seattle,3,0,37,Debit Card,0
TXN112742,User_2675,Merchant_700,4.25,Online Retail,Withdrawal,Mobile - Known,Miami,20,0,18,Credit Card,0
TXN112743,User_3519,Merchant_558,316.73,Online Retail,Bill Payment,Mobile - Known,Chicago,3,0,62,Debit Card,0
TXN112744,User_492,Merchant_573,167.21,Electronics,Purchase,Mobile - Known,Los Angeles,21,0,55,Debit Card,0
TXN112745,User_1562,Merchant_373,274.45,Restaurant,Withdrawal,ATM,Unknown/Foreign,0,0,46,Debit Card,0
TXN112746,User_2536,Merchant_761,67.83,Gas Station,Transfer,Desktop - Known,New York,20,1,38,ACH,0
TXN112747,User_2670,Merchant_540,191.17,Online Retail,Bill Payment,Desktop - Known,Chicago,10,0,49,Debit Card,0
TXN112748,User_3862,Merchant_782,84.39,Online Retail,Transfer,Mobile - Known,Seattle,7,0,20,ACH,0
TXN112749,User_2567,Merchant_275,17.23,Online Retail,Purchase,Mobile - New,Dallas,5,0,24,Credit Card,0
TXN112750,User_2280,Merchant_441,51.11,Restaurant,Transfer,Mobile - Known,Los Angeles,12,0,54,Credit Card,0
TXN112751,User_1579,Merchant_434,12.91,Gas Station,Withdrawal,Mobile - Known,Dallas,5,0,47,Debit Card,0
TXN112752,User_1118,Merchant_245,224.49,Gas Station,Withdrawal,Desktop - New,New York,14,0,40,Debit Card,0
TXN112753,User_2620,Merchant_165,6.45,Restaurant,Transfer,Mobile - Known,Dallas,13,0,26,Wire Transfer,0
TXN112754,User_1978,Merchant_190,270.51,Gas Station,Purchase,Mobile - Known,Los Angeles,8,0,63,Credit Card,0
TXN112755,User_2077,Merchant_75,70.2,Online Retail,Transfer,Desktop - Known,Chicago,8,0,78,Credit Card,0
TXN112756,User_205,Merchant_188,760.74,Gambling,Purchase,Desktop - New,Seattle,16,0,34,Debit Card,0
TXN112757,User_3451,Merchant_208,370.67,Online Retail,Purchase,ATM,Miami,17,0,53,Credit Card,0
TXN112758,User_3608,Merchant_84,223.81,Grocery,Withdrawal,Mobile - Known,Dallas,7,0,37,Wire Transfer,0
TXN112759,User_3441,Merchant_244,15.48,Grocery,Withdrawal,Mobile - Known,New York,11,0,23,Credit Card,0
TXN112760,User_2046,Merchant_449,268.4,Electronics,Withdrawal,Mobile - Known,Unknown/Foreign,19,0,30,Credit Card,0
TXN112761,User_681,Merchant_373,0.05,Travel,Transfer,Mobile - New,Seattle,22,0,34,Wire Transfer,0
TXN112762,User_2387,Merchant_734,164.15,Travel,Withdrawal,Desktop - New,Dallas,9,0,64,Wire Transfer,0
TXN112763,User_958,Merchant_528,57.64,Gas Station,Bill Payment,ATM,Chicago,23,0,40,Debit Card,0
TXN112764,User_887,Merchant_406,590.48,Restaurant,Transfer,Desktop - Known,Miami,23,0,45,Credit Card,0
TXN112765,User_3775,Merchant_778,198.12,Grocery,Purchase,Mobile - Known,Unknown/Foreign,12,0,43,Credit Card,0
TXN112766,User_370,Merchant_274,221.43,Electronics,Transfer,Desktop - Known,Los Angeles,18,0,36,Cryptocurrency,0
TXN112767,User_3208,Merchant_333,117.19,Online Retail,Deposit,Mobile - Known,Chicago,19,0,53,Credit Card,0
TXN112768,User_351,Merchant_783,128.11,Electronics,Purchase,Mobile - New,Miami,0,0,18,Credit Card,0
TXN112769,User_985,Merchant_259,218.09,Gas Station,Purchase,Desktop - Known,Houston,2,0,55,Debit Card,0
TXN112770,User_419,Merchant_338,17.73,Gas Station,Withdrawal,Mobile - Known,Miami,4,0,50,Debit Card,0
TXN112771,User_2591,Merchant_374,125.4,Restaurant,Transfer,Desktop - Known,Seattle,3,1,56,Cryptocurrency,1
TXN112772,User_1901,Merchant_595,60.44,Jewelry,Purchase,Mobile - Known,Miami,20,0,48,Credit Card,0
TXN112773,User_531,Merchant_430,36.99,Electronics,Bill Payment,Mobile - New,Unknown/Foreign,17,0,39,Debit Card,0
TXN112774,User_3944,Merchant_760,88.81,Gas Station,Purchase,Desktop - Known,Miami,14,0,62,Debit Card,0
TXN112775,User_1308,Merchant_707,15.12,Online Retail,Transfer,Mobile - Known,New York,13,0,42,Debit Card,0
TXN112776,User_3727,Merchant_188,252.82,Crypto Exchange,Transfer,Desktop - Known,Dallas,15,0,49,Debit Card,0
TXN112777,User_1531,Merchant_535,318.21,Travel,Purchase,ATM,New York,19,0,41,Cryptocurrency,0
TXN112778,User_1561,Merchant_549,115.06,Grocery,Purchase,Desktop - Known,Seattle,18,0,49,Cryptocurrency,0
TXN112779,User_611,Merchant_756,8.23,Travel,Transfer,Desktop - Known,Dallas,19,0,51,ACH,0
TXN112780,User_3180,Merchant_378,87.1,Restaurant,Deposit,Mobile - Known,Unknown/Foreign,15,1,69,ACH,0
TXN112781,User_2048,Merchant_319,115.27,Online Retail,Bill Payment,Mobile - Known,Miami,2,1,27,Credit Card,1
TXN112782,User_666,Merchant_100,31.8,Online Retail,Withdrawal,Mobile - Known,Chicago,15,1,63,Wire Transfer,1
TXN112783,User_1456,Merchant_237,310.52,Electronics,Transfer,Desktop - Known,Houston,1,0,35,Credit Card,0
TXN112784,User_2036,Merchant_70,361.9,Crypto Exchange,Purchase,Desktop - New,Dallas,5,0,45,Debit Card,0
TXN112785,User_2424,Merchant_620,311.85,Jewelry,Purchase,Desktop - New,Miami,9,0,45,Debit Card,0
TXN112786,User_649,Merchant_19,146.65,Electronics,Bill Payment,Desktop - Known,Houston,21,0,53,Credit Card,0
TXN112787,User_2554,Merchant_129,30.42,Online Retail,Purchase,Mobile - New,Miami,9,0,32,Credit Card,0
TXN112788,User_1053,Merchant_682,69.99,Online Retail,Bill Payment,Mobile - Known,Los Angeles,15,1,47,Wire Transfer,0
TXN112789,User_1290,Merchant_718,124.04,Online Retail,Bill Payment,Desktop - Known,Seattle,13,0,28,ACH,0
TXN112790,User_846,Merchant_763,207.52,Electronics,Purchase,Mobile - Known,Los Angeles,9,0,39,Wire Transfer,0
TXN112791,User_3213,Merchant_53,129.05,Online Retail,Transfer,Desktop - New,New York,6,0,19,Debit Card,0
TXN112792,User_2945,Merchant_318,282.3,Jewelry,Transfer,Desktop - New,Los Angeles,12,0,48,Credit Card,0
TXN112793,User_2483,Merchant_395,153.71,Crypto Exchange,Bill Payment,Desktop - Known,New York,20,0,50,ACH,0
TXN112794,User_2910,Merchant_738,81.51,Online Retail,Transfer,Desktop - Known,Dallas,16,0,27,Credit Card,0
TXN112795,User_270,Merchant_106,90.25,Restaurant,Purchase,Mobile - Known,New York,19,0,41,Debit Card,0
TXN112796,User_3916,Merchant_147,88.79,Gas Station,Purchase,Mobile - New,Miami,4,0,27,Debit Card,0
TXN112797,User_2832,Merchant_13,253.02,Electronics,Deposit,Desktop - Known,Miami,6,0,45,Credit Card,0
TXN112798,User_842,Merchant_29,90.53,Electronics,Purchase,Desktop - Known,Seattle,5,0,24,ACH,0
TXN112799,User_437,Merchant_150,346.51,Jewelry,Purchase,Desktop - Known,Seattle,7,0,50,Debit Card,0
TXN112800,User_1441,Merchant_444,4.1,Online Retail,Purchase,Desktop - New,New York,20,1,30,Credit Card,0
TXN112801,User_2528,Merchant_314,271.03,Travel,Purchase,Mobile - Known,Los Angeles,4,0,58,Wire Transfer,0
TXN112802,User_3160,Merchant_635,88.14,Restaurant,Purchase,Mobile - Known,Los Angeles,0,0,61,Wire Transfer,0
TXN112803,User_524,Merchant_476,321.54,Grocery,Withdrawal,Desktop - Known,Los Angeles,10,0,35,Credit Card,0
TXN112804,User_2545,Merchant_373,554.72,Gas Station,Withdrawal,Desktop - Known,Houston,5,0,44,Credit Card,0
TXN112805,User_3794,Merchant_194,469.29,Gas Station,Withdrawal,ATM,Houston,13,0,36,ACH,0
TXN112806,User_1952,Merchant_385,114.74,Grocery,Withdrawal,Mobile - Known,Seattle,12,0,70,Credit Card,0
TXN112807,User_2684,Merchant_369,183.8,Travel,Purchase,Mobile - New,Dallas,2,0,35,Debit Card,0
TXN112808,User_3566,Merchant_303,151.2,Grocery,Transfer,Mobile - Known,Chicago,6,0,49,Credit Card,0
TXN112809,User_2802,Merchant_773,209.78,Online Retail,Deposit,Mobile - Known,New York,11,0,45,Credit Card,0
TXN112810,User_1211,Merchant_100,160.77,Grocery,Withdrawal,Desktop - New,Unknown/Foreign,1,0,39,Credit Card,1
TXN112811,User_2637,Merchant_430,361.69,Travel,Transfer,Desktop - New,Dallas,9,0,52,Credit Card,0
TXN112812,User_3381,Merchant_318,1.78,Restaurant,Purchase,Mobile - Known,Los Angeles,18,0,53,Debit Card,0
TXN112813,User_2850,Merchant_6,102.17,Gas Station,Purchase,Mobile - New,Dallas,13,1,48,Credit Card,0
TXN112814,User_3630,Merchant_92,113.85,Electronics,Purchase,Desktop - Known,Los Angeles,6,0,51,Credit Card,0
TXN112815,User_3867,Merchant_93,27.56,Travel,Purchase,ATM,Seattle,1,0,55,ACH,0
TXN112816,User_716,Merchant_781,351.25,Grocery,Purchase,ATM,Houston,4,0,54,Wire Transfer,0
TXN112817,User_817,Merchant_375,136.67,Grocery,Transfer,ATM,Miami,16,0,31,Credit Card,0
TXN112818,User_2536,Merchant_167,45.29,Online Retail,Transfer,Desktop - Known,Unknown/Foreign,3,0,46,Cryptocurrency,1
TXN112819,User_129,Merchant_689,142.28,Grocery,Withdrawal,Desktop - Known,Chicago,23,0,60,Debit Card,0
TXN112820,User_2760,Merchant_791,157.1,Online Retail,Purchase,Mobile - Known,Unknown/Foreign,2,0,58,Credit Card,0
TXN112821,User_2003,Merchant_550,77.6,Grocery,Purchase,Desktop - Known,Los Angeles,0,0,42,Debit Card,0
TXN112822,User_3861,Merchant_765,98.33,Crypto Exchange,Transfer,Desktop - Known,Chicago,18,0,30,Credit Card,0
TXN112823,User_2580,Merchant_31,65.94,Gas Station,Purchase,Mobile - Known,Unknown/Foreign,7,0,45,Debit Card,0
TXN112824,User_2690,Merchant_563,68.99,Travel,Withdrawal,Desktop - Known,Chicago,16,0,52,Cryptocurrency,0
TXN112825,User_1127,Merchant_104,226.84,Travel,Purchase,Mobile - Known,New York,13,0,36,Credit Card,0
TXN112826,User_3038,Merchant_533,223.69,Gas Station,Purchase,Mobile - Known,New York,16,0,49,Debit Card,0
TXN112827,User_1540,Merchant_297,58.4,Online Retail,Purchase,Mobile - New,Chicago,13,0,66,Debit Card,0
TXN112828,User_3963,Merchant_168,74.45,Electronics,Deposit,Desktop - New,Seattle,1,0,28,ACH,0
TXN112829,User_3226,Merchant_154,185.21,Restaurant,Withdrawal,Mobile - New,Unknown/Foreign,5,0,63,Cryptocurrency,1
TXN112830,User_3210,Merchant_104,34.24,Travel,Purchase,Mobile - Known,Los Angeles,4,0,66,Credit Card,0
TXN112831,User_1345,Merchant_586,130.97,Gas Station,Deposit,ATM,Los Angeles,9,0,43,Credit Card,0
TXN112832,User_2053,Merchant_80,581.81,Crypto Exchange,Purchase,ATM,Chicago,11,0,28,ACH,0
TXN112833,User_2219,Merchant_246,335.43,Online Retail,Purchase,Desktop - New,Unknown/Foreign,16,0,40,Debit Card,0
TXN112834,User_426,Merchant_142,231.7,Grocery,Transfer,Mobile - New,New York,13,0,34,Cryptocurrency,0
TXN112835,User_577,Merchant_183,236.84,Restaurant,Purchase,Desktop - New,Los Angeles,2,0,65,Credit Card,0
TXN112836,User_3150,Merchant_432,2.9,Electronics,Transfer,Mobile - Known,Houston,22,0,43,Credit Card,0
TXN112837,User_3041,Merchant_519,23.2,Online Retail,Transfer,Mobile - Known,Miami,12,0,37,Debit Card,0
TXN112838,User_164,Merchant_405,128.05,Crypto Exchange,Transfer,Desktop - Known,New York,11,0,47,ACH,0
TXN112839,User_2777,Merchant_659,15.93,Crypto Exchange,Deposit,ATM,Miami,3,0,38,Wire Transfer,0
TXN112840,User_1133,Merchant_155,198.87,Online Retail,Withdrawal,Mobile - Known,Miami,22,0,51,Credit Card,0
TXN112841,User_1366,Merchant_440,18.67,Crypto Exchange,Transfer,Mobile - Known,Unknown/Foreign,8,1,41,Debit Card,1
TXN112842,User_450,Merchant_693,155.37,Online Retail,Bill Payment,Desktop - Known,Unknown/Foreign,21,0,34,Credit Card,0
TXN112843,User_2590,Merchant_131,194.2,Grocery,Withdrawal,Mobile - New,Miami,10,0,61,ACH,0
TXN112844,User_3765,Merchant_405,65.35,Online Retail,Purchase,Mobile - Known,Los Angeles,23,0,44,Wire Transfer,0
TXN112845,User_9,Merchant_492,204.95,Jewelry,Deposit,Desktop - Known,Unknown/Foreign,5,0,71,Debit Card,0
TXN112846,User_3749,Merchant_466,213.84,Online Retail,Purchase,Desktop - Known,Dallas,0,0,59,Credit Card,0
TXN112847,User_1373,Merchant_356,109.55,Electronics,Bill Payment,Desktop - New,Dallas,9,0,45,ACH,0
TXN112848,User_2142,Merchant_372,455.65,Electronics,Deposit,Desktop - New,New York,8,0,53,Credit Card,0
TXN112849,User_3057,Merchant_172,38.69,Online Retail,Purchase,Mobile - Known,Miami,8,0,30,Debit Card,0
TXN112850,User_620,Merchant_337,427.54,Grocery,Purchase,ATM,Chicago,15,0,56,Credit Card,0
TXN112851,User_1329,Merchant_375,14.23,Grocery,Transfer,Desktop - New,New York,20,0,46,Wire Transfer,0
TXN112852,User_3778,Merchant_761,36.15,Travel,Bill Payment,Mobile - New,Los Angeles,20,0,34,Credit Card,0
TXN112853,User_1679,Merchant_517,93.75,Electronics,Bill Payment,Mobile - Known,Miami,21,0,29,Credit Card,0
TXN112854,User_3878,Merchant_353,624.59,Travel,Transfer,Mobile - Known,Miami,18,0,50,Debit Card,0
TXN112855,User_2042,Merchant_75,248.77,Online Retail,Transfer,Desktop - New,Dallas,4,0,26,Wire Transfer,0
TXN112856,User_3526,Merchant_598,85.04,Grocery,Purchase,Desktop - New,New York,23,0,19,Credit Card,0
TXN112857,User_3827,Merchant_181,62.12,Grocery,Deposit,Desktop - Known,Dallas,20,0,42,ACH,0
TXN112858,User_1120,Merchant_468,277.34,Jewelry,Purchase,Mobile - Known,Los Angeles,4,0,61,Cryptocurrency,0
TXN112859,User_1945,Merchant_319,26.62,Restaurant,Purchase,Mobile - Known,Chicago,14,0,30,Credit Card,0
TXN112860,User_1817,Merchant_642,42.47,Grocery,Purchase,Mobile - New,Dallas,18,0,46,ACH,0
TXN112861,User_3189,Merchant_798,137.18,Travel,Withdrawal,ATM,New York,18,0,63,Debit Card,0
TXN112862,User_2886,Merchant_469,83.68,Electronics,Transfer,Desktop - Known,Miami,8,0,59,Debit Card,0
TXN112863,User_3995,Merchant_776,212.18,Jewelry,Purchase,Desktop - New,Seattle,1,0,21,ACH,1
